Cluster,UserID,TraceID,FramesetName,is attempted before,is finished before,is finished this time,# of conseuctive Incorrect,time divided by questions in this session
Normal,5035,trace 1722,ClosurePropertiesExample1FF,0,FALSE,TRUE,0.214285714,9.553846154
Normal,5035,trace 1723,PLExample6FF,1,FALSE,FALSE,0,8.35
Normal,5035,trace 1724,PLExample4FF,0,FALSE,FALSE,0.045454545,11.57619048
Normal,5035,trace 1725,PLExample2FF,0,FALSE,FALSE,0,22.89444444
Normal,5035,trace 1726,PLExample4FF,1,FALSE,TRUE,0.142857143,4.4
Normal,5035,trace 1727,MajorConceptsFF,1,FALSE,TRUE,0,28.16923077
Normal,5035,trace 1728,GrammarIntroFF,1,FALSE,TRUE,0,12.58709677
Normal,5035,trace 1729,RelationsFF,1,FALSE,TRUE,0.1,10.43157895
Normal,5035,trace 1730,MathProofFF,0,FALSE,TRUE,0.214285714,12.22962963
Normal,5035,trace 1731,ContinuedMathProofFF,0,FALSE,TRUE,0,10.95789474
Normal,5035,trace 1732,InductionProofExample1FF,0,FALSE,TRUE,0.058823529,7.95
Normal,5035,trace 1733,InductionProofExample2FF,0,FALSE,TRUE,0,6.683333333
Normal,5035,trace 1734,FADefinitionsFF,1,TRUE,TRUE,0,12.12
Normal,5035,trace 1735,NFA,0,FALSE,TRUE,0,15.55454545
Credit Seeking,5035,trace 1736,NFA2DFAFrames,0,FALSE,TRUE,0.323529412,10.85454545
Credit Seeking,5035,trace 1737,NFAtoDFAFF,0,FALSE,TRUE,0.333333333,6.290909091
Normal,5035,trace 1738,DFAMinimizationFF,0,FALSE,TRUE,0.068965517,10.11428571
Normal,5035,trace 1739,MinimizationWithQuestionsFF,0,FALSE,TRUE,0.066666667,5.386206897
Normal,5035,trace 1740,MinimizationWithQuestions2FF,0,FALSE,TRUE,0.027777778,2.891428571
Credit Seeking,5035,trace 1741,RegularExpressionsFF,0,FALSE,TRUE,0.663461538,8.798058252
Normal,5035,trace 1742,RegEXandRegLangFF,0,FALSE,TRUE,0.105263158,8.566666667
Normal,5035,trace 1743,RegEXandRegLangORFF,0,FALSE,TRUE,0,5.4
Normal,5035,trace 1744,RegEXandRegLangConcatFF,0,FALSE,TRUE,0,4.12
Normal,5035,trace 1745,RegEXandRegLangStarFF,0,FALSE,TRUE,0,3.911111111
Normal,5035,trace 1746,RegEXtoNFAExampleFF,0,FALSE,TRUE,0.071428571,8.707692308
Normal,5035,trace 1747,RegularGrammarFF,0,FALSE,TRUE,0.2,13.50833333
Normal,5035,trace 1748,NFAToREFF,0,FALSE,TRUE,0.058823529,9.8875
Normal,5035,trace 1749,RightLinearRGFF,0,FALSE,TRUE,0,8.085714286
Normal,5035,trace 1750,RegEXtoRegGrammarFF,0,FALSE,TRUE,0.035714286,19.82222222
Normal,5035,trace 1751,RegEXtoLeftRegGrammarFF,0,FALSE,FALSE,0,2.4
Normal,5035,trace 1752,RegularExpressionsFF,1,TRUE,TRUE,0.05,16.85263158
Normal,5035,trace 1753,RegEXandRegLangFF,1,FALSE,FALSE,0,56.05
Normal,5035,trace 1754,ConvertRLREFF,0,FALSE,TRUE,0,11.95294118
Normal,5035,trace 1755,RegularExpressionsFF,1,TRUE,TRUE,0.12,10.00833333
Normal,5035,trace 1756,RegularGrammarFF,1,TRUE,TRUE,0.222222222,4.525
Normal,5035,trace 1757,NFAToREFF,1,TRUE,TRUE,0,5.866666667
Normal,5035,trace 1758,REtoFAExampleFF,0,FALSE,TRUE,0,9.65
Normal,5035,trace 1759,RightLinearRGFF,1,TRUE,TRUE,0,4.688888889
Normal,5035,trace 1760,NFAToReExampleFF,0,FALSE,TRUE,0,5.563636364
Normal,5035,trace 1761,LeftLinearGrammarFF,0,FALSE,TRUE,0,8.006666667
Normal,5035,trace 1762,ClosureConceptFF,0,FALSE,TRUE,0,3.22
Normal,5035,trace 1763,ClosureRegularLangFF,0,FALSE,TRUE,0.047619048,10.51
Normal,5035,trace 1764,RegularLangClosedInterFF,0,FALSE,FALSE,0,8.871428571
Normal,5035,trace 1765,HomomorphismFF,0,FALSE,TRUE,0,8.911111111
Credit Seeking,5035,trace 1766,RegularLangClosedInterFF,1,FALSE,TRUE,0.304347826,4.626666667
Normal,5035,trace 1767,RightQuotientFF,0,FALSE,TRUE,0.085714286,9.564705882
Normal,5035,trace 1768,PLExample3FF,0,FALSE,TRUE,0.034482759,6.042857143
Normal,5035,trace 1769,PLExample4FF,1,TRUE,TRUE,0,4.859259259
Normal,5035,trace 1770,PLExample5FF,0,FALSE,TRUE,0,4.918181818
Normal,5035,trace 1771,PLExample6FF,1,FALSE,TRUE,0.055555556,11.92
Normal,5035,trace 1772,DerivationTreesFF,0,FALSE,FALSE,0,11.28181818
Normal,5035,trace 1773,CFGDerivationsFF,0,FALSE,TRUE,0.166666667,7.310769231
Normal,5035,trace 1774,AmbiguityFF,0,FALSE,FALSE,0,5.22
Normal,5035,trace 1776,PLExample3FF,1,FALSE,FALSE,0,2.55
Normal,5035,trace 1777,PLExample1FF,1,FALSE,TRUE,0.034482759,8.078571429
Normal,5035,trace 1778,PLExample2FF,1,FALSE,TRUE,0,5.371428571
Normal,5035,trace 1779,PLExample4FF,1,TRUE,TRUE,0,4.637037037
Normal,5035,trace 1780,PDA,0,FALSE,TRUE,0.25,13.53684211
Normal,5035,trace 1781,PDATransitionsFF,0,FALSE,FALSE,0,19.42
Normal,5035,trace 1782,PDACFLFF,0,FALSE,FALSE,0,14.55454545
Normal,5035,trace 1783,RemoveLambdaFF,0,FALSE,TRUE,0,24.3875
Normal,5035,trace 1784,GreibachNormalFormFF,0,FALSE,FALSE,0.192307692,6.524
Normal,5035,trace 1785,ChomskyNormalFormFF,0,FALSE,TRUE,0,12.7
Normal,5035,trace 1786,GreibachNormalFormFF,1,FALSE,TRUE,0.058823529,15.31875
Credit Seeking,5035,trace 1787,PDACFLFF,1,FALSE,TRUE,0.295454545,5853.772414
Normal,5035,trace 1788,DPDAFF,0,FALSE,TRUE,0.045454545,12.00952381
Normal,5035,trace 1789,NCFLProofFF,0,FALSE,TRUE,0,13.29090909
Normal,5035,trace 1790,NCFLversusDCFLFF,0,FALSE,TRUE,0,3.775
Normal,5035,trace 1791,GrammarsForDCFLFF,0,FALSE,TRUE,0,19.72
Normal,5035,trace 1792,DPDAFF,1,TRUE,TRUE,0.08,6.841666667
Credit Seeking,5035,trace 1793,CFLClosurePropertiesFF,0,FALSE,FALSE,0.526315789,5.122222222
Normal,5035,trace 1794,CFLPumpingLemmaFF,0,FALSE,TRUE,0,10.62222222
Normal,5035,trace 1795,CFLPumpingLemmaExample1FF,0,FALSE,FALSE,0,10.41333333
Normal,5035,trace 1796,TMGeneralModel,0,FALSE,TRUE,0.277108434,6.6
Normal,5035,trace 1797,TMInterpreting,0,FALSE,TRUE,0.1,9.765517241
Normal,5035,trace 1798,CFLPumpingLemmaExample4FF,0,FALSE,TRUE,0.042553191,6.047826087
Normal,5035,trace 1799,PDATransitionsFF,1,FALSE,TRUE,0.105263158,4.455555556
Normal,5035,trace 1800,PDAAcceptanceFF,0,FALSE,TRUE,0,7.105
Normal,5035,trace 1801,PDAEmptyStackAcceptanceFF,0,FALSE,TRUE,0,6.727777778
Normal,5035,trace 1802,PDAAcceptanceEquivalenceFF,0,FALSE,TRUE,0,3.418181818
Normal,5035,trace 1803,CFLClosurePropertiesFF,1,FALSE,TRUE,0.043478261,4.463636364
Normal,5035,trace 1804,CFLPumpingLemmaExample1FF,1,FALSE,TRUE,0,3.6375
Normal,5035,trace 1805,CFLPumpingLemmaExample2FF,0,FALSE,TRUE,0,4.43030303
Normal,5035,trace 1806,CFLPumpingLemmaExample3FF,0,FALSE,TRUE,0.035714286,4.044444444
Credit Seeking,5035,trace 1807,CFLPumpingLemmaExample5FF,0,FALSE,FALSE,0.55,2.589473684
Normal,5035,trace 1808,TMGeneralModel,1,TRUE,TRUE,0.2625,3.837974684
Normal,5035,trace 1809,TMInterpreting,1,TRUE,TRUE,0.043478261,9.054545455
Normal,5035,trace 1810,TMDecidableVSAcceptable,0,FALSE,TRUE,0,9.433333333
Normal,5035,trace 1811,TransformGrammarsFF,0,FALSE,TRUE,0,13.58461538
Credit Seeking,5035,trace 1812,RemoveUselessFF,0,FALSE,TRUE,0.473684211,11.03928571
Normal,5035,trace 1813,RemoveLambdaFF,1,FALSE,FALSE,0,11.51
Normal,5035,trace 1814,RemoveUnitFF,0,FALSE,TRUE,0.25,8.298039216
Normal,5035,trace 1815,CFLPumpingLemmaExample5FF,1,FALSE,TRUE,0.03030303,7.225
Normal,5035,trace 1816,PairToSortCONPI,0,FALSE,FALSE,0,23.51666667
Normal,5035,trace 1817,TravelSalesman,0,FALSE,TRUE,0.125,23.13913043
Normal,5035,trace 1818,PairToSortCONPI,1,TRUE,TRUE,0,11996.48571
Normal,5035,trace 1819,LowerBound,0,FALSE,TRUE,0,77.86666667
Normal,5035,trace 1820,TwoMulExample,0,FALSE,TRUE,0.058823529,38.7
Normal,5035,trace 1821,UnsolveableProblems1,0,FALSE,TRUE,0,505.525
Normal,5035,trace 1822,UnsolveableProblems2,0,FALSE,TRUE,0,77.2
Normal,5035,trace 1823,SATProof,0,FALSE,TRUE,0.166666667,26.29090909
Normal,5035,trace 1824,TravelSalesman,1,FALSE,FALSE,0,34.6375
Normal,5035,trace 1825,TMGeneralModel,1,TRUE,FALSE,0,24.31538462
Normal,5035,trace 1826,TMDecidableVSAcceptable,1,TRUE,TRUE,0,57.31428571
Normal,5035,trace 1827,NPCCoping,0,FALSE,TRUE,0.263157895,13.34444444
Normal,5040,trace 1828,introToNonRegularFF,0,FALSE,TRUE,0,9.835294118
Normal,5040,trace 1829,introToPumpingFF,0,FALSE,TRUE,0,4.4
Normal,5040,trace 1830,PLExample2FF,0,FALSE,TRUE,0.09375,5.393548387
Normal,5040,trace 1831,PLExample3FF,0,FALSE,TRUE,0,11.75714286
Normal,5040,trace 1832,PLExample4FF,0,FALSE,TRUE,0,4.758333333
Normal,5040,trace 1833,PLExample5FF,0,FALSE,TRUE,0,4.688
Normal,5040,trace 1834,PLExample6FF,0,FALSE,TRUE,0,45.54594595
Normal,5040,trace 1835,ClosurePropertiesFF,0,FALSE,TRUE,0,4.05
Normal,5040,trace 1836,ClosurePropertiesExample1FF,0,FALSE,TRUE,0.083333333,4.654545455
Normal,5040,trace 1837,ClosurePropertiesExample2FF,0,FALSE,TRUE,0,3.314285714
Normal,5040,trace 1838,ClosurePropertiesExample3FF,0,FALSE,TRUE,0,3.022222222
Normal,5040,trace 1839,PLExample1FF,0,FALSE,FALSE,0,3.51
Normal,5040,trace 1840,PLExample2FF,1,FALSE,FALSE,0,4.366666667
Credit Seeking,5040,trace 1841,ContextFreeLanguagesFF,0,FALSE,TRUE,0.289473684,4.708108108
Normal,5040,trace 1842,CFGDerivationsFF,0,FALSE,TRUE,0,4.504
Normal,5040,trace 1843,DerivationTreesFF,0,FALSE,FALSE,0,4.71
Normal,5040,trace 1844,MembershipProblemFF,0,FALSE,TRUE,0.115384615,6.408
Normal,5040,trace 1845,AmbiguityFF,0,FALSE,TRUE,0.107142857,4.007407407
Normal,5040,trace 1846,TransformGrammarsFF,0,FALSE,TRUE,0,5.488888889
Credit Seeking,5040,trace 1847,RemoveUselessFF,0,FALSE,TRUE,0.4,9.918644068
Normal,5040,trace 1848,RemoveLambdaFF,0,FALSE,TRUE,0,6.129411765
Normal,5040,trace 1849,RemoveUnitFF,0,FALSE,FALSE,0.277777778,20.30588235
Normal,5040,trace 1850,ChomskyNormalFormFF,0,FALSE,TRUE,0,3.213333333
Credit Seeking,5040,trace 1851,GreibachNormalFormFF,0,FALSE,TRUE,0.29787234,4.2
Normal,5040,trace 1852,CFGDerivationsFF,1,FALSE,FALSE,0,5.05
Normal,5040,trace 1853,SetDefFF,0,FALSE,TRUE,0,4.64
Normal,5040,trace 1854,SetCommonSymbolsFF,0,FALSE,TRUE,0.037037037,10.62307692
Normal,5040,trace 1855,RelationsFF,0,FALSE,TRUE,0.090909091,10.96190476
Credit Seeking,5040,trace 1856,RemoveUnitFF,1,FALSE,FALSE,0.5,0.84
Normal,5040,trace 1857,LeftLinearGrammarFF,0,FALSE,TRUE,0.146341463,5.63
Credit Seeking,5040,trace 1858,RemoveUnitFF,1,FALSE,TRUE,0.448275862,4.722807018
Credit Seeking,5040,trace 1859,PDACFLFF,0,FALSE,FALSE,0.333333333,4.735714286
Normal,5040,trace 1860,PDAAcceptanceEquivalenceFF,0,FALSE,FALSE,0,1.55
Credit Seeking,5040,trace 1861,PDA,0,FALSE,TRUE,0.318181818,4609.438095
Normal,5040,trace 1862,PDATransitionsFF,0,FALSE,TRUE,0.055555556,3.541176471
Normal,5040,trace 1863,PDAAcceptanceFF,0,FALSE,TRUE,0.063829787,38.2
Normal,5040,trace 1864,PDAEmptyStackAcceptanceFF,0,FALSE,TRUE,0.048780488,4.63
Normal,5040,trace 1865,PDAAcceptanceEquivalenceFF,1,FALSE,TRUE,0.130434783,4.372727273
Credit Seeking,5040,trace 1866,PDACFLFF,1,FALSE,TRUE,0.421052632,3.9
Normal,5040,trace 1867,DPDAFF,0,FALSE,TRUE,0.045454545,2.819047619
Normal,5040,trace 1868,NCFLProofFF,0,FALSE,TRUE,0,3.472727273
Normal,5040,trace 1869,NCFLversusDCFLFF,0,FALSE,TRUE,0,2.911111111
Normal,5040,trace 1870,GrammarsForDCFLFF,0,FALSE,TRUE,0,2.48
Credit Seeking,5040,trace 1871,DPDAFF,1,FALSE,FALSE,0.571428571,2.35
Normal,5040,trace 1872,GrammarsForDCFLFF,1,TRUE,TRUE,0,0.1
Normal,5040,trace 1873,TMGeneralModel,0,FALSE,FALSE,0,3.677777778
Normal,5040,trace 1874,TMInterpreting,0,FALSE,TRUE,0,5.918181818
Normal,5040,trace 1875,TMDecidableVSAcceptable,0,FALSE,TRUE,0,3.1
Credit Seeking,5040,trace 1876,PairToSortCONPI,0,FALSE,TRUE,0.3,7.168421053
Normal,5040,trace 1877,TravelSalesman,0,FALSE,TRUE,0.153846154,3.928
Credit Seeking,5040,trace 1878,PairToSortCONPI,1,FALSE,FALSE,0.454545455,29425.00952
Credit Seeking,5040,trace 1879,LowerBound,0,TRUE,TRUE,0.5,2.448
Normal,5040,trace 1880,TwoMulExample,0,FALSE,TRUE,0,2.06
Normal,5040,trace 1881,KClique,0,FALSE,TRUE,0.117647059,2.2
Normal,5040,trace 1882,SATProof,0,FALSE,TRUE,0,2.2
Normal,5040,trace 1883,NPCCoping,0,FALSE,TRUE,0.166666667,3.188235294
Normal,5040,trace 1884,UnsolveableProblems1,0,FALSE,TRUE,0,1.927272727
Normal,5040,trace 1885,UnsolveableProblems2,0,FALSE,TRUE,0,1.688888889
Normal,5084,trace 1886,introToNonRegularFF,0,FALSE,TRUE,0,23.21333333
Normal,5084,trace 1887,introToPumpingFF,0,FALSE,TRUE,0,169.65
Normal,5084,trace 1888,PLExample1FF,0,FALSE,TRUE,0.203389831,85.22758621
Normal,5084,trace 1889,PLExample2FF,0,FALSE,FALSE,0,154.002381
Normal,5084,trace 1890,PLExample1FF,1,FALSE,FALSE,0,167.025
Normal,5084,trace 1891,ClosurePropertiesFF,0,FALSE,TRUE,0,3.8
Normal,5084,trace 1892,HomomorphismFF,0,FALSE,FALSE,0,56.42
Credit Seeking,5084,trace 1893,ContextFreeLanguagesFF,0,FALSE,TRUE,0.388888889,40.30566038
Normal,5084,trace 1894,CFGDerivationsFF,0,FALSE,FALSE,0.032258065,37.10333333
Normal,5084,trace 1895,MembershipProblemFF,0,FALSE,TRUE,0.153846154,90.648
Normal,5084,trace 1896,CFGDerivationsFF,1,FALSE,FALSE,0,3.366666667
Normal,5084,trace 1897,ContextFreeLanguagesFF,1,FALSE,FALSE,0,8.525
Credit Seeking,5084,trace 1898,PDA,0,FALSE,TRUE,0.285714286,3001.451852
Normal,5084,trace 1899,PDATransitionsFF,0,FALSE,TRUE,0,311.4636364
Normal,5084,trace 1900,PDAAcceptanceFF,0,FALSE,TRUE,0.022727273,20.21395349
Normal,5084,trace 1901,PDAEmptyStackAcceptanceFF,0,FALSE,TRUE,0,20.73513514
Normal,5084,trace 1902,PDAAcceptanceEquivalenceFF,0,FALSE,FALSE,0,20.525
Normal,5084,trace 1903,PDACFLFF,0,FALSE,FALSE,0.0625,43.51935484
Normal,5084,trace 1904,RemoveUselessFF,0,FALSE,FALSE,0,4.508333333
Normal,5084,trace 1905,TransformGrammarsFF,0,FALSE,FALSE,0.111111111,36.1375
Normal,5084,trace 1906,PDACFLFF,1,FALSE,FALSE,0,39.36666667
Normal,5084,trace 1907,TransformGrammarsFF,1,FALSE,FALSE,0,33.82
Normal,5084,trace 1908,PDACFLFF,1,FALSE,FALSE,0,42.85
Normal,5084,trace 1909,RemoveLambdaFF,0,FALSE,TRUE,0,37.07058824
Normal,5084,trace 1910,RemoveUselessFF,1,FALSE,TRUE,0.173913043,8.009090909
Normal,5084,trace 1911,ChomskyNormalFormFF,0,FALSE,FALSE,0,12.58571429
Normal,5084,trace 1912,PDACFLFF,1,FALSE,FALSE,0,3.61
Normal,5084,trace 1913,PDAAcceptanceEquivalenceFF,1,FALSE,TRUE,0.043478261,8.6
Normal,5084,trace 1914,TMGeneralModel,0,FALSE,TRUE,0.095238095,102.1967742
Normal,5084,trace 1915,TMInterpreting,0,FALSE,TRUE,0.115384615,17.248
Normal,5084,trace 1916,TMDecidableVSAcceptable,0,FALSE,FALSE,0,6.42
Normal,5084,trace 1917,PairToSortCONPI,0,FALSE,TRUE,0,589.6545455
Normal,5084,trace 1918,LowerBound,0,FALSE,TRUE,0,38179.45714
Normal,5084,trace 1919,TwoMulExample,0,FALSE,TRUE,0,543.8714286
Normal,5084,trace 1920,TravelSalesman,0,FALSE,FALSE,0.066666667,62.65
Normal,5085,trace 1921,LanguagesFS,0,FALSE,FALSE,0,6.42
Normal,5085,trace 1922,SetDefFS,0,FALSE,TRUE,0,30.02857143
Normal,5085,trace 1923,SetNotationFS,0,FALSE,TRUE,0,16.05454545
Normal,5085,trace 1924,RelationsFS,0,FALSE,TRUE,0.272727273,7.533333333
Normal,5085,trace 1925,EquivFS,0,FALSE,TRUE,0,73.03333333
Normal,5085,trace 1926,DFAintroFS,0,FALSE,FALSE,0.25,6.457142857
Normal,5085,trace 1927,DFAadvancedFS,0,FALSE,TRUE,0.0625,18.34666667
Normal,5085,trace 1928,NFAFS,0,FALSE,TRUE,0,16.95789474
Normal,5085,trace 1929,NFAequivFS,0,FALSE,TRUE,0,3.733333333
Normal,5085,trace 1930,NFA2DFAlargeExFS,0,FALSE,TRUE,0,11.31
Normal,5085,trace 1931,NFAequivFS,1,TRUE,TRUE,0,1.4
Normal,5085,trace 1932,NFA2DFAlargeExFS,1,TRUE,TRUE,0.05,8.642105263
Normal,5085,trace 1933,RegEx2NFA1FS,0,FALSE,TRUE,0,62.32307692
Normal,5085,trace 1934,RegEx2NFAorFS,0,FALSE,TRUE,0.090909091,8.92
Normal,5085,trace 1935,RegEx2NFAcatFS,0,FALSE,TRUE,0,3.6
Normal,5085,trace 1936,RegEx2NFAstarFS,0,FALSE,TRUE,0,3.275
Normal,5085,trace 1937,ConvertRLREFF,0,FALSE,TRUE,0,11.84444444
Normal,5085,trace 1938,introToNonRegularFF,0,FALSE,TRUE,0.173913043,5.872727273
Normal,5085,trace 1939,introToPumpingFF,0,FALSE,TRUE,0,4.244444444
Normal,5085,trace 1940,PLExample4FF,0,FALSE,FALSE,0,8.786956522
Normal,5085,trace 1941,PLExample2FF,0,FALSE,FALSE,0,19.7625
Normal,5085,trace 1942,DerivationTreesFF,0,TRUE,TRUE,0,4.0125
Normal,5085,trace 1943,AmbiguityFF,0,FALSE,TRUE,0.037037037,186.8115385
Normal,5085,trace 1944,PLExample1FF,0,FALSE,FALSE,0,23.8875
Normal,5085,trace 1946,ContextFreeLanguagesFF,0,FALSE,FALSE,0.129032258,6.636666667
Normal,5085,trace 1947,PDA,0,FALSE,TRUE,0.19047619,18.01
Normal,5085,trace 1948,PDATransitionsFF,0,FALSE,TRUE,0,16.48421053
Normal,5085,trace 1949,PDAAcceptanceFF,0,FALSE,TRUE,0.041666667,9.408510638
Normal,5085,trace 1950,PDAEmptyStackAcceptanceFF,0,FALSE,TRUE,0,21.42222222
Normal,5085,trace 1951,PDAAcceptanceEquivalenceFF,0,FALSE,TRUE,0,4.957894737
Normal,5085,trace 1952,CFLPumpingLemmaFF,0,FALSE,TRUE,0.166666667,13.92173913
Normal,5085,trace 1953,CFLPumpingLemmaExample2FF,0,FALSE,FALSE,0,44.190625
Normal,5085,trace 1954,CFLPumpingLemmaExample3FF,0,FALSE,TRUE,0,17.66206897
Normal,5085,trace 1955,CFLPumpingLemmaExample4FF,0,FALSE,FALSE,0,41.28333333
Normal,5085,trace 1956,DPDAFF,0,FALSE,FALSE,0.230769231,8.884
Normal,5085,trace 1957,PairToSortCONPI,0,FALSE,TRUE,0.066666667,18.65714286
Credit Seeking,5085,trace 1958,LowerBound,0,FALSE,TRUE,0.470588235,16.825
Normal,5085,trace 1959,TwoMulExample,0,FALSE,TRUE,0,27.3875
Normal,5085,trace 1960,TravelSalesman,0,FALSE,TRUE,0,35.26
Normal,5085,trace 1961,KClique,0,FALSE,TRUE,0,19.02
Normal,5085,trace 1962,SATProof,0,FALSE,TRUE,0,22.38181818
Normal,5085,trace 1963,NPCCoping,0,FALSE,TRUE,0,29.87142857
Normal,5085,trace 1964,LanguagesFS,1,FALSE,TRUE,0.236363636,4.207407407
Normal,5085,trace 1965,GrammarIntroFS,0,FALSE,TRUE,0.19047619,5.029268293
Normal,5085,trace 1966,DFAintroFS,1,FALSE,TRUE,0.157894737,3.455555556
Normal,5085,trace 1967,NFAequivFS,1,TRUE,TRUE,0,3.066666667
Normal,5085,trace 1968,DFAMinFS,0,FALSE,TRUE,0.090909091,3.723809524
Normal,5085,trace 1969,DFAMinEx1FS,0,FALSE,TRUE,0.064516129,5.506666667
Normal,5085,trace 1970,DFAMinEx2FS,0,FALSE,TRUE,0.11627907,1.695238095
Credit Seeking,5085,trace 1971,RegExFS,0,FALSE,TRUE,0.884272997,3.70297619
Normal,5085,trace 1972,RegEXtoNFAExampleFF,0,FALSE,TRUE,0,8.6
Credit Seeking,5085,trace 1973,RegularGrammarFF,0,FALSE,TRUE,0.578947368,5.110714286
Normal,5085,trace 1974,NFAToREFF,0,FALSE,TRUE,0,7.247058824
Normal,5085,trace 1975,REtoFAExampleFF,0,FALSE,TRUE,0,4.15
Normal,5085,trace 1976,RightLinearRGFF,0,FALSE,TRUE,0.1,2.747368421
Normal,5085,trace 1977,NFAToReExampleFF,0,FALSE,TRUE,0.222222222,10.12941176
Normal,5085,trace 1978,LeftLinearGrammarFF,0,FALSE,TRUE,0.047619048,2.419512195
Normal,5085,trace 1979,RegEXtoRegGrammarFF,0,FALSE,TRUE,0.2,6.543589744
Normal,5085,trace 1980,RegEXtoLeftRegGrammarFF,0,FALSE,TRUE,0.033333333,18.11034483
Normal,5085,trace 1981,STA,0,FALSE,TRUE,0,2.654545455
Normal,5087,trace 1982,ClosureConceptFF,0,FALSE,TRUE,0.157894737,113.9
Credit Seeking,5087,trace 1983,ClosureRegularLangFF,0,FALSE,TRUE,0.321428571,25.22962963
Normal,5087,trace 1984,RegularLangClosedInterFF,0,FALSE,TRUE,0.166666667,11.49142857
Normal,5087,trace 1985,RightQuotientFF,0,TRUE,TRUE,0,39.64615385
Normal,5087,trace 1986,HomomorphismFF,0,FALSE,TRUE,0,13.46666667
Normal,5087,trace 1987,DerivationTreesFF,0,FALSE,TRUE,0,10.0125
Normal,5087,trace 1988,DFAFF,0,FALSE,TRUE,0,84.448
Normal,5087,trace 1989,FADefinitionsFF,0,FALSE,TRUE,0,11.4
Normal,5087,trace 1990,RelationsFF,0,FALSE,FALSE,0,7.05
Normal,5087,trace 1991,NFA2DFAFrames,0,FALSE,TRUE,0.08,9.966666667
Normal,5087,trace 1992,PLExample1FF,0,FALSE,FALSE,0.055555556,14.06470588
Credit Seeking,5087,trace 1993,ContextFreeLanguagesFF,0,FALSE,FALSE,0.705882353,4.2625
Normal,5087,trace 1994,CFGDerivationsFF,0,FALSE,FALSE,0.2,7.2125
Normal,5087,trace 1995,PDA,0,FALSE,TRUE,0.125,1555.546667
Normal,5087,trace 1996,PDATransitionsFF,0,TRUE,TRUE,0,7.645454545
Normal,5087,trace 1997,PDAAcceptanceFF,0,FALSE,TRUE,0,13.905
Normal,5087,trace 1998,PDAEmptyStackAcceptanceFF,0,FALSE,TRUE,0.025,8.569230769
Normal,5087,trace 1999,PDAAcceptanceEquivalenceFF,0,FALSE,TRUE,0,210.0458333
Credit Seeking,5087,trace 2000,RemoveUselessFF,0,FALSE,FALSE,0.458333333,24.87826087
Normal,5087,trace 2001,ChomskyNormalFormFF,0,FALSE,TRUE,0,55.65294118
Normal,5087,trace 2002,RemoveLambdaFF,0,FALSE,TRUE,0,9.5125
Normal,5087,trace 2003,GreibachNormalFormFF,0,FALSE,TRUE,0.236842105,6533.576
Normal,5087,trace 2004,ChomskyNormalFormFF,1,TRUE,TRUE,0,7.476923077
Normal,5087,trace 2005,MajorConceptsFF,0,FALSE,TRUE,0.047619048,19.54146341
Normal,5087,trace 2006,SetDefFF,0,FALSE,TRUE,0,13.04
Normal,5087,trace 2007,SetCommonSymbolsFF,0,FALSE,TRUE,0.041666667,10.26956522
Normal,5087,trace 2008,MathProofFF,0,FALSE,TRUE,0.041666667,26.70434783
Normal,5087,trace 2009,ContinuedMathProofFF,0,FALSE,TRUE,0,8.075
Normal,5087,trace 2010,InductionProofExample1FF,0,FALSE,TRUE,0.052631579,5.177777778
Normal,5087,trace 2011,InductionProofExample2FF,0,FALSE,TRUE,0.076923077,6.016666667
Normal,5087,trace 2012,PairToSortCONPI,0,FALSE,TRUE,0,22.34666667
Normal,5087,trace 2013,LowerBound,0,TRUE,TRUE,0.266666667,21.58571429
Normal,5087,trace 2014,CFLClosurePropertiesFF,0,FALSE,TRUE,0,58.09565217
Normal,5087,trace 2015,CFLPumpingLemmaFF,0,FALSE,TRUE,0.074074074,26.77692308
Credit Seeking,5087,trace 2016,CFLPumpingLemmaExample1FF,0,FALSE,TRUE,0.5,36.90684932
Normal,5087,trace 2017,CFLPumpingLemmaExample2FF,0,FALSE,TRUE,0.076923077,6.663157895
Normal,5087,trace 2018,CFLPumpingLemmaExample3FF,0,FALSE,TRUE,0.033333333,19.17931034
Normal,5087,trace 2019,CFLPumpingLemmaExample4FF,0,FALSE,TRUE,0.044444444,19.59545455
Normal,5087,trace 2020,CFLPumpingLemmaExample5FF,0,FALSE,TRUE,0.104166667,22.06808511
Credit Seeking,5087,trace 2021,ContextFreeLanguagesFF,1,FALSE,FALSE,0.571428571,1.366666667
Credit Seeking,5087,trace 2022,CFGDerivationsFF,1,FALSE,FALSE,0.769230769,2.016666667
Normal,5087,trace 2023,ContextFreeLanguagesFF,1,FALSE,TRUE,0.166666667,9.248275862
Normal,5087,trace 2024,CFGDerivationsFF,1,FALSE,TRUE,0.145833333,8.472340426
Normal,5087,trace 2025,DerivationTreesFF,1,TRUE,TRUE,0,7.171428571
Credit Seeking,5087,trace 2026,RemoveUselessFF,1,FALSE,TRUE,0.470588235,10.7030303
Normal,5087,trace 2027,RemoveUnitFF,0,FALSE,TRUE,0.111111111,17.60571429
Normal,5087,trace 2028,TransformGrammarsFF,0,FALSE,TRUE,0.03030303,16.25625
Normal,5087,trace 2029,TMGeneralModel,0,FALSE,TRUE,0.016666667,13.25762712
Normal,5087,trace 2030,TMInterpreting,0,FALSE,TRUE,0.083333333,11.1826087
Normal,5087,trace 2031,TMDecidableVSAcceptable,0,FALSE,TRUE,0,13.38181818
